Indicator,Reporting Economy,Partner Economy,Product/Sector Code,Product/Sector,Period,Unit,Year,Value
Import,Australia,World,MAMTAU,Automotive products,Annual,Million US dollar,2007,19562.93673
Import,Australia,World,MAMTAU,Automotive products,Annual,Million US dollar,2009,15114.5019
Import,Australia,World,MAMTAU,Automotive products,Annual,Million US dollar,2010,22927.72345
Import,Australia,World,MAMTAU,Automotive products,Annual,Million US dollar,2011,24897.04563
Import,Australia,World,MAMTAU,Automotive products,Annual,Million US dollar,2012,30777.29386
Import,Australia,World,MAMTAU,Automotive products,Annual,Million US dollar,2014,24844.22371
Import,Australia,World,MAMTAU,Automotive products,Annual,Million US dollar,2013,27674.32997
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2017,22192.82122
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2016,19118.54129
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2015,20392.74564
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2011,23702.06039
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2014,21258.87134
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2013,21282.30776
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2012,22979.57642
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2009,16988.73973
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2010,20590.64822
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2007,17374.68193
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2008,17995.43881
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2002,8634.057088
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2005,14086.23274
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2006,15511.15038
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2003,10258.91994
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2004,13237.29176
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2019,23220.7535
Import,Australia,World,MAMTOF,Office and telecom equipment,Annual,Million US dollar,2018,24672.40772
Import,Australia,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2016,7586.394287
Import,Australia,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2017,8940.604118
Import,Australia,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2018,9821.850945
Import,Australia,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2019,8985.87903
Import,Australia,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2014,9199.002297
Import,Australia,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2015,8761.927297
Import,Australia,World,MAMTOTEP,Electronic data processing and office equipment,Annual,Million US dollar,2013,9338.043043
